dose,state,year,age,val
"≥3 Doses, Males",Oklahoma,2015,13-17 Years,35.7
"≥3 Doses, Females",Oklahoma,2015,13-17 Years,32.2
"≥3 Doses, Females",Oklahoma,2012,13-17 Years,38.4
"≥3 Doses, Females",Oklahoma,2011,13-17 Years,27.7
"≥3 Doses, Females",Oklahoma,2013,13-17 Years,35.4
"≥3 Doses, Females",Oklahoma,2014,13-17 Years,36.4
"≥3 Doses, Females",Oklahoma,2010,13-17 Years,31.1
"≥3 Doses, Females",Oklahoma,2008,13-17 Years,16.6
"≥3 Doses, Females",Oklahoma,2009,13-17 Years,16.2
"Up-to-Date, Males and Females",Oklahoma,2022,13-17 Years,46.2
"Up-to-Date, Males and Females",Oklahoma,2021,13-17 Years,56.7
"Up-to-Date, Males and Females",Oklahoma,2019,13-17 Years,41.8
"Up-to-Date, Males and Females",Oklahoma,2020,13-17 Years,45.8
"≥2 Doses, Males",Oklahoma,2019,13-17 Years,44.9
"Up-to-Date, Males and Females",Oklahoma,2016,13-17 Years,39.2
"Up-to-Date, Males and Females",Oklahoma,2018,13-17 Years,37.9
"Up-to-Date, Males and Females",Oklahoma,2017,13-17 Years,41.4
"Up-to-Date, Males",Oklahoma,2021,13-17 Years,58.2
"Up-to-Date, Females",Nevada,2020,13-17 Years,51.6
"Up-to-Date, Males",Nevada,2016,13-17 Years,37.0
"Up-to-Date, Females",Nevada,2017,13-17 Years,52.9
"Up-to-Date, Females",Nevada,2022,13-17 Years,63.8
"Up-to-Date, Females",Nevada,2021,13-17 Years,54.9
"Up-to-Date, Females",Nevada,2018,13-17 Years,49.4
"Up-to-Date, Females",Nevada,2019,13-17 Years,55.6
"Up-to-Date, Males",Nevada,2018,13-17 Years,52.7
"Up-to-Date, Males",Nevada,2017,13-17 Years,45.3
"Up-to-Date, Males",Nevada,2020,13-17 Years,48.6
"Up-to-Date, Males",Nevada,2019,13-17 Years,50.3
"Up-to-Date, Males",Nevada,2021,13-17 Years,58.0
"Up-to-Date, Males",Nevada,2022,13-17 Years,55.4
"Up-to-Date, Females",Nevada,2016,13-17 Years,43.0
"≥1 Dose, Males",Mississippi,2023,13-17 Years,60.4
"≥1 Dose, Males and Females",Mississippi,2023,13-17 Years,60.4
"≥1 Dose, Females",Mississippi,2023,13-17 Years,60.4
"Up-to-Date, Males and Females",Mississippi,2023,13-17 Years,38.4
"Up-to-Date, Males",Mississippi,2023,13-17 Years,37.6
"Up-to-Date, Females",Mississippi,2023,13-17 Years,39.3
"≥2 Doses, Males",Mississippi,2022,13-17 Years,39.8
"≥2 Doses, Males and Females",Mississippi,2022,13-17 Years,38.7
"≥2 Doses, Females",Mississippi,2022,13-17 Years,37.4
"≥3 Doses, Males and Females",Mississippi,2014,13-17 Years,16.1
"≥3 Doses, Males and Females",Mississippi,2015,13-17 Years,22.9
"≥3 Doses, Males and Females",Mississippi,2013,13-17 Years,14.6
"≥3 Doses, Males and Females",Mississippi,2011,13-17 Years,9.8
"≥3 Doses, Males and Females",Mississippi,2012,13-17 Years,7.3
"≥3 Doses, Females",Mississippi,2015,13-17 Years,24.4
"≥3 Doses, Females",Mississippi,2009,13-17 Years,8.1
"≥3 Doses, Females",Mississippi,2012,13-17 Years,12.1
"≥3 Doses, Females",Mississippi,2011,13-17 Years,19.6
"≥3 Doses, Females",Mississippi,2013,13-17 Years,25.2
"≥3 Doses, Females",Mississippi,2014,13-17 Years,24.6
"≥3 Doses, Females",Mississippi,2010,13-17 Years,20.0
"≥3 Doses, Males",Mississippi,2015,13-17 Years,21.4
"≥1 Dose, Females",Mississippi,2009,13-17 Years,22.9
"≥1 Dose, Females",Mississippi,2008,13-17 Years,15.8
"≥1 Dose, Females",Mississippi,2011,13-17 Years,31.9
"≥1 Dose, Females",Mississippi,2010,13-17 Years,34.0
"≥1 Dose, Females",Mississippi,2012,13-17 Years,39.7
"≥1 Dose, Females",Mississippi,2013,13-17 Years,53.1
"≥1 Dose, Females",Mississippi,2015,13-17 Years,52.4
"≥1 Dose, Females",Mississippi,2014,13-17 Years,45.8
"≥2 Doses, Males and Females",Mississippi,2019,13-17 Years,33.2
"≥1 Dose, Males",Mississippi,2021,13-17 Years,54.3
"≥1 Dose, Males",Mississippi,2020,13-17 Years,59.2
"≥1 Dose, Males",Mississippi,2019,13-17 Years,43.1
"≥1 Dose, Males",Mississippi,2016,13-17 Years,43.6
"≥1 Dose, Males",Mississippi,2015,13-17 Years,38.9
"≥1 Dose, Males",Mississippi,2013,13-17 Years,13.6
"≥1 Dose, Males",Mississippi,2014,13-17 Years,26.5
"≥1 Dose, Males",Mississippi,2018,13-17 Years,44.7
"≥1 Dose, Males",Mississippi,2017,13-17 Years,43.6
"≥2 Doses, Males and Females",Mississippi,2018,13-17 Years,34.8
"≥1 Dose, Females",Mississippi,2022,13-17 Years,60.6
"≥1 Dose, Females",Mississippi,2021,13-17 Years,58.3
"≥1 Dose, Females",Mississippi,2020,13-17 Years,50.9
"≥1 Dose, Males",Mississippi,2012,13-17 Years,20.9
"≥1 Dose, Females",Mississippi,2019,13-17 Years,56.3
"≥2 Doses, Males and Females",Mississippi,2017,13-17 Years,35.3
"≥2 Doses, Males and Females",Mississippi,2016,13-17 Years,35.4
"≥1 Dose, Males",Mississippi,2022,13-17 Years,61.4
"≥1 Dose, Females",Mississippi,2017,13-17 Years,56.0
"≥1 Dose, Females",Mississippi,2016,13-17 Years,47.8
"≥1 Dose, Females",Mississippi,2018,13-17 Years,59.2
"≥2 Doses, Females",Mississippi,2008,13-17 Years,9.1
"≥2 Doses, Males",Mississippi,2012,13-17 Years,11.2
"≥2 Doses, Females",Mississippi,2017,13-17 Years,42.0
"≥2 Doses, Females",Mississippi,2016,13-17 Years,38.5
"≥2 Doses, Females",Mississippi,2014,13-17 Years,30.6
"≥2 Doses, Females",Mississippi,2015,13-17 Years,37.2
"≥2 Doses, Females",Mississippi,2019,13-17 Years,34.1
"≥2 Doses, Females",Mississippi,2018,13-17 Years,40.6
"≥1 Dose, Males and Females",Mississippi,2019,13-17 Years,49.5
"≥1 Dose, Males and Females",Mississippi,2017,13-17 Years,49.6
"≥1 Dose, Males and Females",Mississippi,2016,13-17 Years,45.6
"≥1 Dose, Males and Females",Mississippi,2018,13-17 Years,51.7
"≥1 Dose, Males and Females",Mississippi,2022,13-17 Years,61.0
"≥1 Dose, Males and Females",Mississippi,2021,13-17 Years,56.2
"≥1 Dose, Males and Females",Mississippi,2020,13-17 Years,55.2
"≥2 Doses, Females",Mississippi,2009,13-17 Years,14.9
"≥2 Doses, Females",Mississippi,2010,13-17 Years,24.9
"≥2 Doses, Females",Mississippi,2011,13-17 Years,22.9
"≥2 Doses, Females",Mississippi,2012,13-17 Years,22.3
"≥2 Doses, Females",Mississippi,2013,13-17 Years,35.6
"≥2 Doses, Males",Mississippi,2014,13-17 Years,16.2
"≥2 Doses, Males",Mississippi,2017,13-17 Years,29.0
"≥2 Doses, Males",Mississippi,2016,13-17 Years,32.5
"≥2 Doses, Males",Mississippi,2018,13-17 Years,29.3
"≥2 Doses, Males",Mississippi,2015,13-17 Years,29.6
"Up-to-Date, Males and Females",Mississippi,2017,13-17 Years,28.8
"Up-to-Date, Males and Females",Mississippi,2018,13-17 Years,32.6
"≥2 Doses, Males",Mississippi,2019,13-17 Years,32.3
"Up-to-Date, Males and Females",Mississippi,2016,13-17 Years,29.1
"Up-to-Date, Males and Females",Mississippi,2019,13-17 Years,30.5
"Up-to-Date, Males and Females",Mississippi,2020,13-17 Years,31.9
"Up-to-Date, Males and Females",Mississippi,2022,13-17 Years,38.5
"Up-to-Date, Males and Females",Mississippi,2021,13-17 Years,32.7
"Up-to-Date, Females",Montana,2022,13-17 Years,59.5
"Up-to-Date, Females",Montana,2021,13-17 Years,49.5
"Up-to-Date, Females",Montana,2017,13-17 Years,50.1
"Up-to-Date, Males",Montana,2016,13-17 Years,27.9
"Up-to-Date, Females",Montana,2020,13-17 Years,60.3
"Up-to-Date, Females",Montana,2016,13-17 Years,52.5
"Up-to-Date, Males",Montana,2022,13-17 Years,61.0
"Up-to-Date, Males",Montana,2021,13-17 Years,55.5
"Up-to-Date, Females",Montana,2018,13-17 Years,53.0
"Up-to-Date, Females",Montana,2019,13-17 Years,51.3
"Up-to-Date, Males",Montana,2018,13-17 Years,43.9
"Up-to-Date, Males",Montana,2017,13-17 Years,48.1
"Up-to-Date, Males",Montana,2019,13-17 Years,42.3
"Up-to-Date, Males",Montana,2020,13-17 Years,48.8
"≥3 Doses, Males and Females",Montana,2014,13-17 Years,27.5
"≥3 Doses, Males and Females",Montana,2015,13-17 Years,28.1
"≥3 Doses, Males and Females",Montana,2013,13-17 Years,18.5
"≥3 Doses, Females",Montana,2012,13-17 Years,41.6
"≥3 Doses, Females",Montana,2011,13-17 Years,39.8
"≥3 Doses, Females",Montana,2013,13-17 Years,28.3
"≥3 Doses, Females",Montana,2014,13-17 Years,42.9
"≥3 Doses, Females",Montana,2008,13-17 Years,8.6
"≥3 Doses, Females",Montana,2009,13-17 Years,21.9
"≥3 Doses, Females",Montana,2015,13-17 Years,34.8
"≥3 Doses, Females",Montana,2010,13-17 Years,33.2
"≥3 Doses, Males",Montana,2013,13-17 Years,9.4
"≥3 Doses, Males",Montana,2014,13-17 Years,13.0
"≥3 Doses, Males",Montana,2015,13-17 Years,21.7
"≥1 Dose, Females",Montana,2009,13-17 Years,35.0
"≥1 Dose, Females",Montana,2008,13-17 Years,17.8
"≥1 Dose, Females",Montana,2011,13-17 Years,52.9
"≥1 Dose, Females",Montana,2010,13-17 Years,45.5
"≥1 Dose, Females",Montana,2012,13-17 Years,55.1
"≥1 Dose, Females",Montana,2013,13-17 Years,45.8
"≥1 Dose, Females",Montana,2015,13-17 Years,55.0
"≥1 Dose, Females",Montana,2014,13-17 Years,57.2
"≥2 Doses, Males and Females",Montana,2019,13-17 Years,50.3
"≥1 Dose, Males",Montana,2016,13-17 Years,43.0
"≥1 Dose, Males",Montana,2015,13-17 Years,46.0
"≥1 Dose, Males",Montana,2013,13-17 Years,23.8
"≥1 Dose, Males",Montana,2014,13-17 Years,33.3
"≥1 Dose, Males",Montana,2021,13-17 Years,79.1
"≥1 Dose, Males",Montana,2020,13-17 Years,68.6
"≥1 Dose, Males",Montana,2019,13-17 Years,57.6
"≥1 Dose, Males",Montana,2018,13-17 Years,66.2
"≥1 Dose, Males",Montana,2017,13-17 Years,66.4
"≥1 Dose, Females",Montana,2019,13-17 Years,70.0
"≥2 Doses, Males and Females",Montana,2018,13-17 Years,51.2
"≥1 Dose, Females",Montana,2022,13-17 Years,80.0
"≥1 Dose, Females",Montana,2021,13-17 Years,71.3
"≥1 Dose, Females",Montana,2020,13-17 Years,79.0
"≥1 Dose, Males",Montana,2012,13-17 Years,16.8
"≥2 Doses, Males and Females",Montana,2017,13-17 Years,54.6
"≥2 Doses, Males and Females",Montana,2016,13-17 Years,45.4
"≥1 Dose, Males",Montana,2022,13-17 Years,83.4
"≥1 Dose, Females",Montana,2017,13-17 Years,64.5
"≥1 Dose, Females",Montana,2016,13-17 Years,68.2
"≥1 Dose, Females",Montana,2018,13-17 Years,66.5
"≥2 Doses, Females",Montana,2017,13-17 Years,54.9
"≥2 Doses, Females",Montana,2016,13-17 Years,57.7
"≥2 Doses, Females",Montana,2014,13-17 Years,51.0
"≥2 Doses, Females",Montana,2015,13-17 Years,41.8
"≥1 Dose, Males and Females",Montana,2019,13-17 Years,63.7
"≥1 Dose, Males and Females",Montana,2022,13-17 Years,81.8
"≥1 Dose, Males and Females",Montana,2021,13-17 Years,75.3
"≥1 Dose, Males and Females",Montana,2020,13-17 Years,73.7
"≥1 Dose, Males and Females",Montana,2017,13-17 Years,65.5
"≥1 Dose, Males and Females",Montana,2016,13-17 Years,55.3
"≥2 Doses, Females",Montana,2008,13-17 Years,13.3
"≥1 Dose, Males and Females",Montana,2018,13-17 Years,66.4
"≥2 Doses, Females",Montana,2009,13-17 Years,28.6
"≥2 Doses, Females",Montana,2010,13-17 Years,40.1
"≥2 Doses, Females",Montana,2011,13-17 Years,49.8
"≥2 Doses, Females",Montana,2012,13-17 Years,46.5
"≥2 Doses, Females",Montana,2013,13-17 Years,37.9
"≥2 Doses, Males",Montana,2014,13-17 Years,19.1
"≥2 Doses, Males",Montana,2013,13-17 Years,17.2
"≥2 Doses, Males",Montana,2012,13-17 Years,10.0
"≥2 Doses, Females",Montana,2019,13-17 Years,56.2
"≥2 Doses, Females",Montana,2018,13-17 Years,56.1
"≥2 Doses, Males",Montana,2017,13-17 Years,54.3
"≥2 Doses, Males",Montana,2016,13-17 Years,33.7
"≥2 Doses, Males",Montana,2018,13-17 Years,46.5
"≥2 Doses, Males",Montana,2015,13-17 Years,33.3
"≥2 Doses, Males",Montana,2019,13-17 Years,44.5
"Up-to-Date, Males and Females",Montana,2017,13-17 Years,49.1
"Up-to-Date, Males and Females",Montana,2018,13-17 Years,48.4
"Up-to-Date, Males and Females",Montana,2016,13-17 Years,39.9
"Up-to-Date, Males and Females",Montana,2019,13-17 Years,46.7
"Up-to-Date, Males and Females",Montana,2020,13-17 Years,54.4
"Up-to-Date, Males and Females",Montana,2022,13-17 Years,60.3
"Up-to-Date, Males and Females",Montana,2021,13-17 Years,52.6
"≥1 Dose, Males",Oklahoma,2023,13-17 Years,55.9
"≥1 Dose, Males and Females",Oklahoma,2023,13-17 Years,63.7
"≥1 Dose, Females",Oklahoma,2023,13-17 Years,71.7
"Up-to-Date, Males and Females",Oklahoma,2023,13-17 Years,44.2
"Up-to-Date, Males",Oklahoma,2023,13-17 Years,39.4
"Up-to-Date, Females",Oklahoma,2023,13-17 Years,49.2
"≥2 Doses, Males",Oklahoma,2022,13-17 Years,46.5
"≥2 Doses, Males and Females",Oklahoma,2022,13-17 Years,47.5
"≥2 Doses, Females",Oklahoma,2022,13-17 Years,48.5
"≥3 Doses, Males and Females",Oklahoma,2011,13-17 Years,14.5
"≥3 Doses, Males and Females",Oklahoma,2012,13-17 Years,24.2
"≥3 Doses, Males and Females",Oklahoma,2014,13-17 Years,28.0
"≥3 Doses, Males and Females",Oklahoma,2015,13-17 Years,34.0
"≥3 Doses, Males and Females",Oklahoma,2013,13-17 Years,26.1
"≥1 Dose, Males",Oklahoma,2016,13-17 Years,50.3
"≥1 Dose, Males",Oklahoma,2015,13-17 Years,52.9
"≥1 Dose, Males",Oklahoma,2013,13-17 Years,45.2
"≥1 Dose, Males",Oklahoma,2014,13-17 Years,43.2
"≥2 Doses, Males and Females",Oklahoma,2019,13-17 Years,46.7
"≥1 Dose, Females",Oklahoma,2009,13-17 Years,40.1
"≥1 Dose, Females",Oklahoma,2011,13-17 Years,49.8
"≥1 Dose, Females",Oklahoma,2010,13-17 Years,47.4
"≥1 Dose, Females",Oklahoma,2012,13-17 Years,55.1
"≥1 Dose, Females",Oklahoma,2013,13-17 Years,54.8
"≥1 Dose, Females",Oklahoma,2015,13-17 Years,58.1
"≥1 Dose, Females",Oklahoma,2014,13-17 Years,65.3
"≥1 Dose, Females",Oklahoma,2018,13-17 Years,66.3
"≥1 Dose, Males",Oklahoma,2021,13-17 Years,69.3
"≥1 Dose, Males",Oklahoma,2020,13-17 Years,67.6
"≥1 Dose, Males",Oklahoma,2018,13-17 Years,52.3
"≥1 Dose, Males",Oklahoma,2012,13-17 Years,24.4
"≥1 Dose, Males",Oklahoma,2019,13-17 Years,60.7
"≥1 Dose, Males",Oklahoma,2017,13-17 Years,60.9
"≥1 Dose, Females",Oklahoma,2008,13-17 Years,35.5
"≥2 Doses, Males and Females",Oklahoma,2018,13-17 Years,41.2
"≥1 Dose, Females",Oklahoma,2019,13-17 Years,70.8
"≥1 Dose, Females",Oklahoma,2022,13-17 Years,70.4
"≥1 Dose, Males",Oklahoma,2011,13-17 Years,8.9
"≥1 Dose, Females",Oklahoma,2021,13-17 Years,75.6
"≥1 Dose, Females",Oklahoma,2020,13-17 Years,63.2
"≥2 Doses, Males and Females",Oklahoma,2017,13-17 Years,43.9
"≥2 Doses, Males and Females",Oklahoma,2016,13-17 Years,43.2
"≥1 Dose, Males and Females",Oklahoma,2019,13-17 Years,65.6
"≥1 Dose, Males and Females",Oklahoma,2018,13-17 Years,59.1
"≥1 Dose, Males and Females",Oklahoma,2017,13-17 Years,58.5
"≥1 Dose, Males and Females",Oklahoma,2016,13-17 Years,56.9
"≥1 Dose, Females",Oklahoma,2017,13-17 Years,56.0
"≥1 Dose, Females",Oklahoma,2016,13-17 Years,63.8
"≥2 Doses, Females",Oklahoma,2009,13-17 Years,20.3
"≥2 Doses, Females",Oklahoma,2010,13-17 Years,38.9
"≥2 Doses, Females",Oklahoma,2011,13-17 Years,37.3
"≥2 Doses, Females",Oklahoma,2012,13-17 Years,49.5
"≥2 Doses, Females",Oklahoma,2013,13-17 Years,46.5
"≥1 Dose, Males",Oklahoma,2022,13-17 Years,67.9
"≥2 Doses, Females",Oklahoma,2008,13-17 Years,29.3
"≥2 Doses, Females",Oklahoma,2017,13-17 Years,48.4
"≥2 Doses, Females",Oklahoma,2016,13-17 Years,50.8
"≥2 Doses, Females",Oklahoma,2014,13-17 Years,50.8
"≥2 Doses, Females",Oklahoma,2015,13-17 Years,43.4
"≥1 Dose, Males and Females",Oklahoma,2022,13-17 Years,69.1
"≥1 Dose, Males and Females",Oklahoma,2021,13-17 Years,72.4
"≥1 Dose, Males and Females",Oklahoma,2020,13-17 Years,65.5
"≥2 Doses, Females",Oklahoma,2019,13-17 Years,48.5
"≥2 Doses, Females",Oklahoma,2018,13-17 Years,47.3
"≥2 Doses, Males",Oklahoma,2012,13-17 Years,14.8
"≥2 Doses, Males",Oklahoma,2018,13-17 Years,35.4
"≥2 Doses, Males",Oklahoma,2017,13-17 Years,39.7
"≥2 Doses, Males",Oklahoma,2016,13-17 Years,35.9
"≥2 Doses, Males",Oklahoma,2015,13-17 Years,40.1
"≥2 Doses, Males",Oklahoma,2014,13-17 Years,30.2
"≥2 Doses, Males",Oklahoma,2013,13-17 Years,31.1
"Up-to-Date, Females",Tennessee,2016,13-17 Years,36.9
"Up-to-Date, Females",Tennessee,2017,13-17 Years,47.7
"Up-to-Date, Males",Tennessee,2016,13-17 Years,35.2
"Up-to-Date, Females",Tennessee,2020,13-17 Years,49.4
"Up-to-Date, Females",Tennessee,2021,13-17 Years,64.4
"Up-to-Date, Females",Tennessee,2022,13-17 Years,65.9
"Up-to-Date, Females",Tennessee,2018,13-17 Years,47.5
"Up-to-Date, Females",Tennessee,2019,13-17 Years,50.5
"Up-to-Date, Males",Tennessee,2022,13-17 Years,62.9
"Up-to-Date, Males",Tennessee,2021,13-17 Years,48.8
"Up-to-Date, Males",Tennessee,2018,13-17 Years,41.5
"Up-to-Date, Males",Tennessee,2017,13-17 Years,31.1
"Up-to-Date, Males",Tennessee,2019,13-17 Years,35.8
"Up-to-Date, Males",Tennessee,2020,13-17 Years,56.3
"Up-to-Date, Males and Females",Tennessee,2018,13-17 Years,44.4
"Up-to-Date, Males and Females",Tennessee,2017,13-17 Years,39.2
"≥1 Dose, Males",Missouri,2023,13-17 Years,73.1
"Up-to-Date, Females",Missouri,2023,13-17 Years,60.2
"Up-to-Date, Males",Missouri,2023,13-17 Years,55.2
"Up-to-Date, Males and Females",Missouri,2023,13-17 Years,57.7
"≥1 Dose, Females",Missouri,2023,13-17 Years,78.3
"≥1 Dose, Males and Females",Missouri,2023,13-17 Years,75.6
"≥2 Doses, Males and Females",Missouri,2022,13-17 Years,61.0
"≥2 Doses, Males",Missouri,2022,13-17 Years,56.3
"≥3 Doses, Males and Females",Missouri,2013,13-17 Years,16.5
"≥3 Doses, Males and Females",Missouri,2015,13-17 Years,28.2
"≥3 Doses, Males and Females",Missouri,2014,13-17 Years,19.6
"≥2 Doses, Females",Missouri,2022,13-17 Years,66.0
"≥3 Doses, Males and Females",Missouri,2012,13-17 Years,18.6
"≥3 Doses, Males and Females",Missouri,2011,13-17 Years,15.1
"≥2 Doses, Males and Females",Washington,2016,13-17 Years,53.0
"≥2 Doses, Males and Females",Washington,2019,13-17 Years,56.3
"≥1 Dose, Males",Washington,2016,13-17 Years,58.9
"≥1 Dose, Males",Washington,2015,13-17 Years,46.8
"≥1 Dose, Males",Washington,2013,13-17 Years,29.8
"≥1 Dose, Males",Washington,2014,13-17 Years,53.8
"≥1 Dose, Males",Washington,2012,13-17 Years,14.9
"≥1 Dose, Females",Washington,2009,13-17 Years,60.0
"≥1 Dose, Females",Washington,2008,13-17 Years,46.5
"≥1 Dose, Females",Washington,2011,13-17 Years,66.5
"≥1 Dose, Females",Washington,2010,13-17 Years,69.3
"≥1 Dose, Females",Washington,2012,13-17 Years,64.5
"≥1 Dose, Females",Washington,2013,13-17 Years,60.7
"≥1 Dose, Females",Washington,2014,13-17 Years,65.8
"≥1 Dose, Females",Washington,2016,13-17 Years,70.9
"≥1 Dose, Females",Washington,2015,13-17 Years,65.8
"≥1 Dose, Females",Washington,2017,13-17 Years,72.6
"≥1 Dose, Females",Washington,2018,13-17 Years,74.6
"≥1 Dose, Males",Washington,2020,13-17 Years,72.4
"≥1 Dose, Males",Washington,2017,13-17 Years,71.2
"≥1 Dose, Males",Washington,2018,13-17 Years,68.2
"≥2 Doses, Males and Females",Washington,2017,13-17 Years,59.9
"≥1 Dose, Males",Washington,2011,13-17 Years,8.9
"≥1 Dose, Females",Washington,2022,13-17 Years,88.3
"≥1 Dose, Females",Washington,2020,13-17 Years,76.8
"≥2 Doses, Males and Females",Washington,2018,13-17 Years,54.1
"≥1 Dose, Females",Washington,2021,13-17 Years,80.9
"≥1 Dose, Females",Washington,2019,13-17 Years,75.2
"≥2 Doses, Females",Washington,2016,13-17 Years,58.5
"≥2 Doses, Females",Washington,2015,13-17 Years,55.8
"≥2 Doses, Females",Washington,2014,13-17 Years,54.1
"≥1 Dose, Males",Washington,2022,13-17 Years,82.7
"≥1 Dose, Males",Washington,2019,13-17 Years,69.1
"≥1 Dose, Males",Washington,2021,13-17 Years,77.2
"≥1 Dose, Males and Females",Washington,2017,13-17 Years,71.9
"≥2 Doses, Females",Washington,2008,13-17 Years,41.0
"≥2 Doses, Females",Washington,2010,13-17 Years,60.4
"≥2 Doses, Females",Washington,2011,13-17 Years,56.5
"≥2 Doses, Females",Washington,2009,13-17 Years,49.1
"≥2 Doses, Females",Washington,2012,13-17 Years,54.6
"≥2 Doses, Females",Washington,2013,13-17 Years,52.3
"≥1 Dose, Males and Females",Washington,2016,13-17 Years,64.8
"≥3 Doses, Males and Females",Washington,2012,13-17 Years,24.1
"≥3 Doses, Males and Females",Washington,2013,13-17 Years,28.4
"≥3 Doses, Males and Females",Washington,2014,13-17 Years,34.0
"≥3 Doses, Males and Females",Washington,2015,13-17 Years,36.3
"≥3 Doses, Males and Females",Washington,2011,13-17 Years,19.8
"≥1 Dose, Males and Females",Washington,2018,13-17 Years,71.3
"≥1 Dose, Males and Females",Washington,2022,13-17 Years,85.4
"≥1 Dose, Males and Females",Washington,2019,13-17 Years,72.0
"≥2 Doses, Females",Washington,2017,13-17 Years,61.4
"≥2 Doses, Females",Washington,2018,13-17 Years,60.2
"≥1 Dose, Males and Females",Washington,2020,13-17 Years,74.6
"≥1 Dose, Males and Females",Washington,2021,13-17 Years,79.0
"≥2 Doses, Males",Washington,2016,13-17 Years,47.7
"≥2 Doses, Males",Washington,2017,13-17 Years,58.5
"≥2 Doses, Males",Washington,2018,13-17 Years,48.1
"≥2 Doses, Males",Washington,2015,13-17 Years,41.2
"≥2 Doses, Males",Washington,2014,13-17 Years,41.8
"≥2 Doses, Males",Washington,2013,13-17 Years,18.0
"≥2 Doses, Males",Washington,2012,13-17 Years,9.6
"≥2 Doses, Females",Washington,2019,13-17 Years,64.4
"≥2 Doses, Males",Washington,2022,13-17 Years,71.9
"≥2 Doses, Females",Washington,2022,13-17 Years,71.0
"≥2 Doses, Males and Females",Washington,2022,13-17 Years,71.5
"Up-to-Date, Females",Washington,2021,13-17 Years,65.5
"Up-to-Date, Females",Washington,2016,13-17 Years,55.2
"Up-to-Date, Males",Washington,2022,13-17 Years,71.1
"Up-to-Date, Males",Washington,2019,13-17 Years,46.5
"Up-to-Date, Males",Washington,2016,13-17 Years,44.0
